longTermAdminNm,longTermAdminSym,longTermAdminCd,hmPostNo,TelNo,siDoCd,siGunGuCd,detailAddr,ratingCd,ratingDate,ratingGrade,adminPttnName,longTermPeribRgtDt,StpRptDt,opRating,safeRating,rightRating,processRating,resultRating
카멜리아요양원,11126000300,A04,,,,,,2018년 정기평가,2018-07-17,D,노인요양공동생활가정,2015-12-22,2015-12-22,69,80,40,62,93
'(협)효마을 중랑 노인요양공동생활가정,11126000284,A04,,,,,,2018년 정기평가,2018-05-24,E,노인요양공동생활가정,2015-06-01,2015-06-01,50,73,63,45,72
사랑과섬김요양원,11126000249,A04,,,,,,2018년 정기평가,2018-07-19,D,노인요양공동생활가정,2014-06-30,2014-06-30,62,86,56,41,86
봄날북한산요양원,11130500234,A03,,,,,,2018년 정기평가,2018-04-03,C,노인요양시설,2015-07-24,2015-07-24,78,86,63,67,76
강북실버종합복지센터,11130500172,A03,,,,,,2018년 정기평가,2018-04-04,A,노인요양시설,2013-05-16,2013-05-15,88,92,100,88,92
강북노인전문요양원,11130500001,A03,,,,,,2018년 정기평가,2018-03-29,A,노인요양시설,2008-06-02,2008-03-04,83,97,100,99,96
e-포근한 요양원,11130500045,A03,,,,,,2018년 정기평가,2018-03-09,C,노인요양시설,2009-01-06,2009-01-05,65,88,54,96,94
가족사랑요양원,11130500246,A03,,,,,,2018년 정기평가,2018-05-04,B,노인요양시설,2016-06-08,2016-06-08,80,91,90,75,82
푸른요양원1호점,11130500126,A03,,,,,,2018년 정기평가,2018-04-06,C,노인요양시설,2010-07-16,2010-07-16,55,86,75,80,88
민영요양센터,11130500068,A04,,,,,,2018년 정기평가,2018-09-28,B,노인요양공동생활가정,2009-07-08,2009-07-06,98,82,100,76,91
민영요양센터2,11130500179,A04,,,,,,2018년 정기평가,2018-09-28,C,노인요양공동생활가정,2013-07-01,2013-07-01,98,79,100,57,81
효노인복지센터,11130500047,A04,,,,,,2018년 정기평가,2018-04-17,E,노인요양공동생활가정,2009-02-16,2009-02-16,50,81,40,22,73
사랑나눔요양원2,11130500229,A04,,,,,,2018년 정기평가,2018-07-27,E,노인요양공동생활가정,2015-05-01,2015-05-01,57,86,45,39,97
거목실버홈,11130500169,A04,,,,,,2018년 정기평가,2018-08-06,E,노인요양공동생활가정,2013-05-01,2013-05-01,28,78,45,33,71
거목요양홈,11130500170,A04,,,,,,2018년 정기평가,2018-08-06,E,노인요양공동생활가정,2013-05-01,2013-05-01,48,76,59,43,89
거목노인요양원,11130500171,A04,,,,,,2018년 정기평가,2018-08-06,E,노인요양공동생활가정,2013-05-01,2013-05-01,42,73,45,22,79
가온요양원1,11130500219,A04,,,,,,2018년 정기평가,2018-03-20,E,노인요양공동생활가정,2015-01-13,2015-01-13,66,62,34,33,91
가온요양원2,11130500220,A04,,,,,,2018년 정기평가,2018-03-20,E,노인요양공동생활가정,2015-01-13,2015-01-13,66,77,34,43,83
행복한노인요양원2,11130500248,A04,,,,,,2018년 정기평가,2018-04-17,E,노인요양공동생활가정,2016-06-17,2016-06-17,71,80,59,34,59
행복한노인요양원1,11130500250,A04,,,,,,2018년 정기평가,2018-04-17,D,노인요양공동생활가정,2016-06-17,2016-06-17,75,87,45,54,56
참빛요양센터,11132000281,A03,,,,,,2018년 정기평가,2018-08-07,C,노인요양시설,2014-01-01,2014-01-01,76,74,63,83,93
A+도봉재활요양원,11132000337,A03,,,,,,2018년 정기평가,2018-03-19,B,노인요양시설,2015-05-21,2015-05-21,73,100,63,95,90
도봉실버센터,11132000003,A03,,,,,,2018년 정기평가,2018-06-22,C,노인요양시설,2008-06-09,2008-06-04,81,70,72,75,89
행복드림요양원,11132000156,A03,,,,,,2018년 정기평가,2018-08-20,B,노인요양시설,2010-05-24,2010-05-24,70,84,100,75,91
다사랑요양원,11132000339,A03,,,,,,2018년 정기평가,2018-04-18,D,노인요양시설,2015-09-21,2015-09-21,46,87,72,62,83
참빛요양원,11132000304,A03,,,,,,2018년 정기평가,2018-04-30,D,노인요양시설,2014-07-07,2014-07-07,58,83,56,64,69
희망요양원,11132000257,A03,,,,,,2018년 정기평가,2018-06-15,D,노인요양시설,2013-06-11,2013-06-11,56,82,63,43,69
동그라미요양센터1호점,11132000216,A04,,,,,,2018년 정기평가,2018-03-09,B,노인요양공동생활가정,2013-01-23,2013-01-23,67,94,90,96,63
love사랑맞이요양원,11132000330,A03,,,,,,2018년 정기평가,2018-05-14,B,노인요양시설,2015-04-20,2015-04-20,80,91,95,68,88
꿈에그린요양원1,11132000345,A04,,,,,,2018년 정기평가,2018-05-08,C,노인요양공동생활가정,2015-12-29,2015-12-22,78,89,72,59,89
도봉은빛요양원,11132000346,A04,,,,,,2018년 정기평가,2018-05-08,E,노인요양공동생활가정,2015-12-29,2015-12-29,78,92,63,35,73
사랑재활요양원,11132000333,A04,,,,,,2018년 정기평가,2018-08-17,C,노인요양공동생활가정,2015-05-01,2015-05-01,67,86,59,80,84
사랑재활요양원2호점,11132000340,A04,,,,,,2018년 정기평가,2018-08-17,C,노인요양공동생활가정,2015-10-01,2015-10-01,60,85,59,70,94
가원노인요양공동생활가정1호점,11132000286,A04,,,,,,2018년 정기평가,2018-05-08,B,노인요양공동생활가정,2014-01-17,2014-01-17,67,92,100,77,89
가원노인요양공동생활가정2호점,11132000289,A04,,,,,,2018년 정기평가,2018-05-08,C,노인요양공동생활가정,2014-02-21,2014-02-21,78,84,63,66,92
사랑방요양원,11132000343,A04,,,,,,2018년 정기평가,2018-08-10,E,노인요양공동생활가정,2015-12-01,2015-12-01,69,78,45,39,70
사랑채요양종합복지센터,11132000322,A04,,,,,,2018년 정기평가,2018-08-13,B,노인요양공동생활가정,2014-12-05,2014-12-05,89,98,63,69,89
(주)도봉늘푸른요양원,11132000113,A04,,,,,,2018년 정기평가,2018-03-12,E,노인요양공동생활가정,2010-01-13,2010-01-01,28,76,20,61,91
도봉요양원,11132000319,A04,,,,,,2018년 정기평가,2018-06-12,C,노인요양공동생활가정,2014-12-04,2014-12-04,85,87,59,74,86
수노인요양공동생활가정1호점,11132000274,A04,,,,,,2018년 정기평가,2018-07-09,D,노인요양공동생활가정,2013-10-28,2013-10-28,85,86,90,42,88
수노인요양공동생활가정2호점,11132000275,A04,,,,,,2018년 정기평가,2018-07-09,C,노인요양공동생활가정,2013-10-28,2013-10-28,82,83,90,69,95
그린요양원,11132000352,A04,,,,,,2018년 정기평가,2018-03-08,E,노인요양공동생활가정,2016-04-01,2016-04-01,82,64,45,47,59
동그라미요양센터2호점,11132000240,A04,,,,,,2018년 정기평가,2018-03-09,B,노인요양공동생활가정,2013-06-01,2013-06-01,67,92,90,84,78
쌍문늘푸른요양원,11132000370,A04,,,,,,2018년 정기평가,2018-03-12,E,노인요양공동생활가정,2016-09-20,2016-09-20,28,71,59,39,85
도봉효드림요양원,11132000295,A04,,,,,,2018년 정기평가,2018-05-08,D,노인요양공동생활가정,2014-04-01,2014-04-01,76,79,56,54,77
도봉하루요양원1호점,11132000379,A04,,,,,,2018년 정기평가,2018-08-20,C,노인요양공동생활가정,2016-12-01,2016-12-01,58,81,63,86,94
도봉하루요양원2호점,11132000380,A04,,,,,,2018년 정기평가,2018-08-20,C,노인요양공동생활가정,2016-12-01,2016-12-01,58,87,90,86,86
정원치매노인요양센터,11138000006,A03,,,,,,2018년 정기평가,2018-07-27,B,노인요양시설,2008-05-26,1999-04-20,85,98,93,75,95
정원노인요양원,11138000008,A03,,,,,,2018년 정기평가,2018-07-27,B,노인요양시설,2008-05-27,1989-04-18,100,97,93,78,95
노블케어스,11138000217,A03,,,,,,2018년 정기평가,2018-05-23,B,노인요양시설,2013-11-08,2013-11-08,90,92,63,87,79
노블타운 요양원,11138000224,A03,,,,,,2018년 정기평가,2018-05-08,C,노인요양시설,2014-04-07,2014-04-07,65,89,77,75,91
수색실버케어,11138000258,A03,,,,,,2018년 정기평가,2018-04-04,C,노인요양시설,2015-08-17,2015-08-17,73,92,86,69,93
자비의집,11138000004,A03,,,,,,2018년 정기평가,2018-06-21,E,노인요양시설,2008-05-13,2007-12-04,96,95,100,90,97
붓다마을,11138000065,A03,,,,,,2018년 정기평가,2018-06-21,A,노인요양시설,2009-07-03,2009-07-03,100,98,86,90,97
마추미실버케어 응암점,11138000216,A03,,,,,,2018년 정기평가,2018-06-18,B,노인요양시설,2013-10-04,2013-10-04,66,93,63,81,85
엘림요양원,11138000128,A03,,,,,,2018년 정기평가,2018-03-22,B,노인요양시설,2010-03-01,2010-03-01,95,89,100,82,98
써니요양원,11138000195,A03,,,,,,2018년 정기평가,2018-03-19,C,노인요양시설,2012-10-22,2012-10-22,51,94,77,62,71
녹번실버,11138000093,A03,,,,,,2018년 정기평가,2018-03-15,C,노인요양시설,2009-10-08,2009-10-08,92,92,54,79,95
해피안,11138000090,A03,,,,,,2018년 정기평가,2018-03-30,A,노인요양시설,2009-09-18,2009-09-16,88,95,86,100,87
은평요양원,11138000243,A03,,,,,,2018년 정기평가,2018-03-23,A,노인요양시설,2015-04-21,2015-04-21,98,98,100,83,73
'참좋은요양원,11138000271,A04,,,,,,2018년 정기평가,2018-07-24,E,노인요양공동생활가정,2016-02-05,2016-02-05,53,77,45,12,67
시온노인요양원,11138000031,A04,,,,,,2018년 정기평가,2018-04-30,C,노인요양공동생활가정,2008-08-28,2008-08-25,76,96,63,60,88
로뎀요양원,11138000121,A04,,,,,,2018년 정기평가,2018-05-24,B,노인요양공동생활가정,2010-03-04,2010-03-04,91,97,63,98,94
주안요양원,11138000280,A04,,,,,,2018년 정기평가,2018-05-04,D,노인요양공동생활가정,2016-05-02,2016-05-02,64,88,63,48,95
'(협)노인돌봄은평요양원,11138000257,A04,,,,,,2018년 정기평가,2018-03-13,E,노인요양공동생활가정,2015-07-31,2015-07-31,39,86,81,50,95
수명산요양원,11150000325,A03,,,,,,2018년 정기평가,2018-05-23,C,노인요양시설,2015-10-19,2015-10-19,83,88,100,58,56
호선실버센터,11150000003,A03,,,,,,2018년 정기평가,2018-06-21,B,노인요양시설,2008-06-13,2008-02-28,83,95,86,80,89
천사노인요양원,11150000004,A03,,,,,,2018년 정기평가,2018-03-30,A,노인요양시설,2008-06-20,1986-07-01,91,87,90,92,94
봄날서울요양원,11150000154,A03,,,,,,2018년 정기평가,2018-04-03,C,노인요양시설,2010-05-07,2010-05-07,86,83,56,60,85
봄날강서요양원,11150000249,A03,,,,,,2018년 정기평가,2018-04-03,C,노인요양시설,2013-10-15,2013-10-15,73,82,86,61,85
시니어스너싱홈,11150000008,A03,,,,,,2018년 정기평가,2018-04-05,B,노인요양시설,2008-06-27,2008-05-07,96,87,100,82,77
요안나요양원,11150000238,A03,,,,,,2018년 정기평가,2018-04-06,E,노인요양시설,2013-07-01,2013-07-01,91,97,81,81,84
햇살요양원,11150000340,A03,,,,,,2018년 정기평가,2018-03-19,D,노인요양시설,2016-03-18,2016-03-18,61,81,59,67,87
강서사랑요양원,11150000336,A03,,,,,,2018년 정기평가,2018-03-30,C,노인요양시설,2016-02-01,2016-02-01,70,80,59,76,83
참사랑실버케어,11150000339,A03,,,,,,2018년 정기평가,2018-06-21,B,노인요양시설,2016-03-16,2016-03-16,90,81,77,85,85
선화요양원,11150000257,A03,,,,,,2018년 정기평가,2018-03-19,D,노인요양시설,2013-11-25,2013-11-25,58,81,59,55,92
행복한집,11150000002,A03,,,,,,2018년 정기평가,2018-06-25,A,노인요양시설,2006-06-27,2006-06-27,96,92,100,88,87
한마음노인전문요양원,11150000068,A03,,,,,,2018년 정기평가,2018-05-31,D,노인요양시설,2009-01-15,2009-01-07,40,92,45,52,80
성심노인요양원,11150000351,A04,,,,,,2018년 정기평가,2018-05-02,E,노인요양공동생활가정,2016-08-01,2016-08-01,51,82,45,33,75
실버캐슬 요양센터,11154500101,A04,,,,,,2018년 정기평가,2018-04-03,D,노인요양공동생활가정,2010-03-01,2010-03-01,73,67,77,62,58
남부실버요양원,11154500002,A03,,,,,,2018년 정기평가,2018-09-10,E,노인요양시설,2008-05-06,2005-12-06,70,78,38,71,93
남부실버요양센터 다솔관,11154500029,A03,,,,,,2018년 정기평가,2018-09-10,D,노인요양시설,2008-07-31,2008-07-29,71,72,56,50,78
임원요양원,11154500157,A03,,,,,,2018년 정기평가,2018-06-26,E,노인요양시설,2014-09-01,2010-03-01,76,68,63,42,75
노인요양센터 인영실버,11154500008,A03,,,,,,2018년 정기평가,2018-03-29,C,노인요양시설,2008-06-13,2003-12-23,83,94,56,64,90
사랑가득 요양원,11154500194,A03,,,,,,2018년 정기평가,2018-03-20,A,노인요양시설,2016-11-01,2016-11-01,91,89,100,91,87
금천구립사랑채요양원,11154500170,A03,,,,,,2018년 정기평가,2018-04-20,B,노인요양시설,2015-03-01,2015-03-01,90,92,100,82,93
로뎀복지요양원,11154500096,A03,,,,,,2018년 정기평가,2018-03-19,D,노인요양시설,2010-02-25,2010-02-25,45,82,56,66,59
청담노인복지센터,11154500097,A04,,,,,,2018년 정기평가,2018-06-01,B,노인요양공동생활가정,2010-03-01,2010-03-01,82,96,63,88,97
실버캐슬,11154500142,A04,,,,,,2018년 정기평가,2018-04-03,E,노인요양공동생활가정,2013-03-15,2013-03-15,60,60,77,51,93
대한실버하우스,11154500164,A04,,,,,,2018년 정기평가,2018-08-17,E,노인요양공동생활가정,2014-10-22,2014-10-22,66,58,52,43,82
주은요양원,11154500184,A04,,,,,,2018년 정기평가,2018-03-13,C,노인요양공동생활가정,2015-12-01,2015-12-01,62,90,86,53,97
실버캐슬요양원,11154500190,A04,,,,,,2018년 정기평가,2018-04-04,E,노인요양공동생활가정,2016-08-01,2016-08-01,76,60,20,47,74
청운노인복지센터,11159000004,A03,,,,,,2018년 정기평가,2018-04-13,B,노인요양시설,2008-06-19,2003-06-03,83,89,63,83,84
동작실버센터,11159000110,A03,,,,,,2018년 정기평가,2018-04-04,A,노인요양시설,2011-10-01,2011-10-01,90,92,95,100,87
서울시립 영보노인요양원,11159000178,A03,,,,,,2018년 정기평가,2018-04-26,D,노인요양시설,2016-02-13,2016-02-13,66,85,100,71,88
나이팅게일 너싱홈,11159000189,A03,,,,,,2018년 정기평가,2018-03-08,C,노인요양시설,2016-11-07,2016-11-07,78,77,86,56,87
정성요양원,11159000054,A04,,,,,,2018년 정기평가,2018-05-15,C,노인요양공동생활가정,2009-08-06,2009-08-06,75,93,100,64,67
정성노인요양원,11159000060,A04,,,,,,2018년 정기평가,2018-05-15,C,노인요양공동생활가정,2009-10-08,2009-10-08,75,85,100,64,72
청남노인요양공동생활가정,11159000002,A04,,,,,,2018년 정기평가,2018-08-07,B,노인요양공동생활가정,2008-05-22,2008-05-06,91,91,63,78,81
국민건강보험공단 서울요양원,11168000175,A03,,,,,,2018년 정기평가,2018-07-20,A,노인요양시설,2014-10-23,2014-10-23,95,95,100,97,74
광림노인전문요양원,11168000009,A03,,,,,,2018년 정기평가,2018-05-29,A,노인요양시설,2008-06-19,2008-06-17,96,86,100,88,94
구립 역삼노인요양센터,11168000067,A03,,,,,,2018년 정기평가,2018-05-23,C,노인요양시설,2009-08-25,2009-08-25,88,92,63,56,98
강남구립 논현요양센터,11168000104,A03,,,,,,2018년 정기평가,2018-04-10,B,노인요양시설,2010-05-01,2010-05-01,85,91,77,100,69
강남실버센터,11168000082,A03,,,,,,2018년 정기평가,2018-04-16,C,노인요양시설,2010-01-01,2010-01-01,80,77,70,61,92
강남유명요양원,11168000180,A04,,,,,,2018년 정기평가,2018-05-08,D,노인요양공동생활가정,2015-02-12,2015-02-12,71,82,86,43,88
구립대치노인요양센터,11168000127,S41,,,,,,2018년 정기평가,2018-07-06,A,노인요양공동생활가정,2011-08-30,2011-08-30,92,98,100,98,93
성암장수마을,11174000156,A03,,,,,,2018년 정기평가,2018-07-23,C,노인요양시설,2011-01-07,2011-01-07,86,80,59,57,87
강동노인복지관 치매요양원,11174000191,A03,,,,,,2018년 정기평가,2018-04-04,B,노인요양시설,2012-05-16,2012-05-16,73,95,100,75,79
흰돌장기요양센터1호점,11174000123,A04,,,,,,2018년 정기평가,2018-04-06,B,노인요양공동생활가정,2010-03-01,2010-03-01,98,88,77,73,84
강일성모노인요양원,11174000261,A03,,,,,,2018년 정기평가,2018-07-31,B,노인요양시설,2015-12-02,2015-12-02,88,95,90,79,77
그랜드너싱홈,11174000126,A03,,,,,,2018년 정기평가,2018-03-15,C,노인요양시설,2010-03-01,2010-03-01,73,90,93,75,67
대한연세요양원,11174000208,A03,,,,,,2018년 정기평가,2018-04-20,B,노인요양시설,2013-02-13,2013-02-13,68,95,81,71,90
마더노인요양센터,11174000290,A03,,,,,,2018년 정기평가,2018-03-12,E,노인요양시설,2016-12-09,2016-12-09,46,65,38,51,80
은혜요양원,11174000228,A04,,,,,,2018년 정기평가,2018-06-04,D,노인요양공동생활가정,2013-11-29,2013-11-29,85,93,45,45,83
흰돌장기요양센터2호점,11174000217,A04,,,,,,2018년 정기평가,2018-04-06,B,노인요양공동생활가정,2013-06-01,2013-06-01,91,87,77,72,85
흰돌장기요양센터3호점,11174000218,A04,,,,,,2018년 정기평가,2018-04-06,D,노인요양공동생활가정,2013-06-01,2013-06-01,96,82,77,44,93
늘편한요양원,11174000222,A04,,,,,,2018년 정기평가,2018-03-06,E,노인요양공동생활가정,2013-08-01,2013-08-01,39,86,90,51,83
늘편한요양센터,11174000195,A04,,,,,,2018년 정기평가,2018-04-19,E,노인요양공동생활가정,2012-09-20,2012-09-20,62,79,81,36,83
늘편한요양센터2호,11174000204,A04,,,,,,2018년 정기평가,2018-04-19,D,노인요양공동생활가정,2013-01-07,2013-01-07,71,86,45,62,92
구립중구노인요양센터,11114000040,A03,,,,,,2018년 정기평가,2018-07-02,B,노인요양시설,2012-09-28,2012-09-28,91,89,63,81,90
남산실버복지센터,11114000030,A03,,,,,,2018년 정기평가,2018-08-29,C,노인요양시설,2010-02-02,2010-02-02,86,88,63,56,92
효심원,11114000043,A04,,,,,,2018년 정기평가,2018-03-08,E,노인요양공동생활가정,2013-11-07,2013-11-07,46,66,72,45,66
정훈실버빌,14211000204,A03,,,,,,2018년 정기평가,2018-05-24,D,노인요양시설,2013-11-20,2013-11-20,90,90,45,89,90
강촌노인요양원,14211000217,A03,,,,,,2018년 정기평가,2018-08-20,D,노인요양시설,2014-05-22,2014-05-22,60,83,86,70,83
엘림원,14211000038,A03,,,,,,2018년 정기평가,2018-05-02,D,노인요양시설,2008-07-01,2008-04-03,55,85,40,50,91
춘천원광효도의집,14211000014,A03,,,,,,2018년 정기평가,2018-07-16,C,노인요양시설,2008-06-24,2005-09-21,90,89,90,65,83
양지노인마을,14211000010,A03,,,,,,2018년 정기평가,2018-10-18,A,노인요양시설,2008-06-24,2005-03-18,100,98,95,98,85
소망의집,14211000124,A03,,,,,,2018년 정기평가,2018-10-10,B,노인요양시설,2010-03-01,2010-03-01,68,92,100,76,85
춘천시립요양원,14211000019,A03,,,,,,2018년 정기평가,2018-09-18,A,노인요양시설,2008-06-25,1995-01-01,93,97,100,100,94
가족과함께,14211000167,A03,,,,,,2018년 정기평가,2018-04-30,A,노인요양시설,2012-06-22,2012-06-22,81,100,100,85,88
연화마을,14211000011,A03,,,,,,2018년 정기평가,2018-05-28,A,노인요양시설,2008-06-24,2005-08-30,95,92,100,100,97
